movieId,imdbId,tmdbId
2421,91326,8856.0
2422,97647,10495.0
2429,120751,9822.0
2430,41650,39314.0
2441,120699,1363.0
2442,150915,46992.0
2448,120458,9423.0
2450,91225,10658.0
2452,99636,40729.0
2453,90768,24086.0
2464,92112,25438.0
2467,91605,192.0
2472,92105,11038.0
2474,90863,11873.0
2477,91055,12715.0
2479,120683,45712.0
2482,149151,1618.0
2485,160862,10314.0
2490,120784,2112.0
2492,138987,111794.0
2494,174852,20595.0
2523,76636,10670.0
2527,70909,2362.0
2528,74812,10803.0
2532,68408,1688.0
2533,67065,1687.0
2540,142192,9455.0
2565,49408,16520.0
2572,147800,4951.0
2574,129280,8970.0
2584,166195,27455.0
2585,133363,1414.0
2586,119219,49981.0
2590,136244,10209.0
2593,110570,22826.0
2595,188996,445590.0
2604,168950,74140.0
2605,137494,1844.0
2613,87799,18462.0
2619,188052,140519.0
2621,115005,33194.0
2622,140379,10210.0
2629,166252,31342.0
2631,120680,95627.0
2633,23245,15849.0
2635,37098,29242.0
2637,32818,31498.0
2641,81573,8536.0
2648,21884,3035.0
2654,34398,13666.0
2655,89308,29794.0
2671,125439,509.0
2674,126859,15059.0
2678,126261,41730.0
2684,143924,265966.0
2697,119743,55955.0
2700,158983,9473.0
2707,137363,1073.0
2709,158811,10208.0
2715,120878,133575.0
2718,157503,10490.0
2721,162710,1812.0
2722,149261,8914.0
2725,162830,33430.0
2730,72684,3175.0
2736,90774,32060.0
2739,88939,873.0
2740,91343,48660.0
2771,120620,17707.0
2775,138487,13817.0
2777,15693,38715.0
2778,113965,48781.0
2783,59821,29030.0
2786,91178,24103.0
2799,102719,28597.0
2813,181833,51679.0
2814,52602,35813.0
2817,103617,2038.0
2818,113438,28737.0
2819,73802,11963.0
2822,104839,9096.0
2823,10726,91893.0
2824,181733,113273.0
2827,138304,2900.0
2832,144286,30964.0
2833,119586,52366.0
2834,120747,6373.0
2835,163579,2162.0
2842,133412,18621.0
2845,178988,40879.0
2854,69994,24097.0
2859,88178,24128.0
2863,58182,704.0
2868,97390,18086.0
2872,82348,11527.0
2874,50814,40867.0
2875,108185,1049.0
2877,73812,11326.0
2879,99558,10975.0
2881,150377,10398.0
2889,134618,15198.0
2905,56443,11712.0
2907,167427,13824.0
2912,165854,10388.0
2916,100802,861.0
2918,91042,9377.0
2925,65571,8416.0
2932,77405,16642.0
2936,34240,16305.0
2941,52225,17352.0
2943,104507,2731.0
2959,137523,550.0
2960,187712,97537.0
2965,203408,29064.0
2967,48977,42196.0
2972,93206,42006.0
2977,142201,31306.0
2980,148462,214735.0
2983,59319,15247.0
2985,93870,5548.0
2993,59800,660.0
2995,185371,11377.0
3005,145681,9481.0
3028,61407,25560.0
3034,70608,11886.0
3038,50371,21849.0
3039,86465,1621.0
3044,101669,11498.0
3045,105130,11790.0
3047,83911,276635.0
3053,151137,10047.0
3061,34862,13485.0
3064,119908,18222.0
3067,95675,4203.0
3073,59674,77915.0
3083,185125,99.0
3085,84357,77010.0
3089,40522,5156.0
3090,93509,24276.0
3093,67411,29005.0
3094,93512,26371.0
3096,50738,52470.0
3100,105265,293.0
3103,100680,36094.0
3104,95631,9013.0
3106,99291,59820.0
3109,88007,38557.0
3115,155711,31582.0
3117,134154,22267.0
3118,161023,55123.0
3119,67656,5486.0
3120,104114,10411.0
3122,33021,1718.0
3123,97717,28604.0
3124,160509,15506.0
3129,158371,9684.0
3140,14538,32628.0
3143,63056,31681.0
3147,120689,497.0
3149,167423,35118.0
3150,141974,42739.0
3157,164912,10137.0
3164,64006,94260.0
3169,87231,26578.0
3173,146838,9563.0
3178,174856,10400.0
3180,196857,20761.0
3187,169333,104878.0
3188,208261,41276.0
3189,156812,17908.0
3195,13662,71067.0
3201,65724,26617.0
3205,54067,27632.0
3210,83929,13342.0
3218,102687,47620.0
3222,87034,21193.0
3223,90366,33078.0
3225,186975,10472.0
3229,44364,53714.0
3230,71935,21489.0
3240,156639,20468.0
3242,126651,46835.0
3243,104187,10406.0
3245,58604,32015.0
3260,104454,8293.0
3261,105415,11068.0
3262,105665,1923.0
3266,103905,10086.0
3268,105477,9876.0
3272,103759,12143.0
3274,105414,9605.0
3275,144117,8374.0
3279,143344,121940.0
3282,116102,106837.0
3293,118882,96484.0
3301,190138,2069.0
3302,159272,61416.0
3304,77248,14839.0
3307,21749,901.0
3308,87265,25010.0
3311,48342,18264.0
3314,44420,43368.0
3315,43618,127602.0
3317,185014,11004.0
3320,164756,139.0
3326,181151,10416.0
3328,165798,4816.0
3330,55471,28569.0
3334,40506,11016.0
3335,47127,23020.0
3346,59044,28180.0
3352,171135,64166.0
3362,72890,968.0
3363,69704,838.0
3365,49730,3114.0
3372,64110,15873.0
3378,118043,48213.0
3382,28282,159727.0
3383,28629,244151.0
3386,102138,820.0
3389,91400,32031.0
3393,92834,28370.0
3394,92666,918.0
3395,93596,61178.0
3398,87755,11899.0
3400,108526,18890.0
3402,90219,123047.0
3403,81400,24575.0
3404,46435,16535.0
3407,201538,31336.0
3413,41503,25503.0
3430,71402,13939.0
3432,89003,24873.0
3437,101615,1496.0
3439,103060,1497.0
3443,91313,103960.0
3445,77530,29143.0
3446,113133,35292.0
3449,95238,104301.0
3458,98251,75892.0
3473,74718,42237.0
3477,112950,13531.0
3490,68713,32613.0
3491,91579,39406.0
3493,69920,31624.0
3500,104928,54087.0
3503,69293,593.0
3511,217756,20697.0
3515,183503,49721.0
3522,67698,48211.0
3523,96211,28975.0
3524,82031,13665.0
3531,99014,123757.0
3539,236216,27745.0
3543,83833,13776.0
3544,102898,26291.0
3549,48140,4825.0
3550,85701,11654.0
3580,153464,47724.0
3587,80923,16395.0
3591,85970,13105.0
3593,185183,5491.0
3594,210616,10560.0
3600,54692,18228.0
3604,56048,39391.0
3605,51818,18644.0
3607,70481,45827.0
3619,80881,21879.0
3622,66495,24918.0
3635,76752,691.0
3638,79574,698.0
3643,36824,22994.0
3646,208003,9600.0
3648,50095,38006.0
3657,43899,38688.0
3663,107899,26957.0
3665,132451,26959.0
3668,63518,6003.0
3670,38120,46614.0
3680,94980,36724.0
3685,89841,2075.0
3686,99582,1551.0
3687,95525,22500.0
3693,90190,15239.0
3694,98503,28165.0
3707,91635,10068.0
3711,105316,35936.0
3715,92710,38921.0
3716,93011,35463.0
3718,179074,24587.0
3719,182295,51333.0
3720,145503,17771.0
3727,93605,11879.0
3735,70666,9040.0
3738,72226,5121.0
3744,162650,479.0
3747,186253,25636.0
3753,187393,2024.0
3756,200669,29946.0
3773,99800,16094.0
3776,40580,13757.0
3789,59575,20540.0
3794,200530,44490.0
3800,205735,33828.0
3801,52561,93.0
3802,104299,9278.0
3807,76716,11940.0
3811,80310,13783.0
3814,73312,11686.0
3816,89276,29263.0
3817,117817,46754.0
3822,144201,10401.0
3826,164052,9383.0
3833,52646,33468.0
3836,65938,11589.0
3838,110823,16139.0
3839,138703,16146.0
3844,98384,10860.0
3859,233687,15665.0
3863,209958,8843.0
3869,102510,37137.0
3879,160009,11398.0
3882,204946,1588.0
3887,157182,30910.0
3888,209322,41282.0
3889,144964,12211.0
3890,259207,137236.0
3891,216772,9995.0
3900,197384,46119.0
3901,134630,18074.0
3904,188694,27665.0
3905,181836,29015.0
3906,164212,10562.0
3908,192731,12212.0
3909,206420,14629.0
3923,53219,38126.0
3928,40068,3073.0
3933,52969,43109.0
3938,84695,27475.0
3943,215545,24664.0
3957,66832,21142.0
3958,75754,78140.0
3965,38988,27033.0
3975,219952,10783.0
3976,192949,47302.0
3977,160127,4327.0
3985,74452,11372.0
3988,170016,8871.0
3989,230591,34045.0
3999,190865,11678.0
4001,88936,20721.0
4002,93748,2609.0
4009,96219,10132.0
4011,208092,107.0
4016,120917,11688.0
4038,97662,31583.0
4045,72735,8043.0
4047,107007,10655.0
4050,218625,34794.0
4054,206275,9816.0
4058,212423,77825.0
4061,102388,17474.0
4070,118614,31768.0
4081,92608,26477.0
4085,86960,90.0
4100,92897,24826.0
4102,92948,17159.0
4108,93029,71881.0
4112,93092,58084.0
4115,93186,26156.0
4116,93200,34101.0
4119,93225,65501.0
4129,93467,42010.0
4137,93567,30175.0
4149,239948,10878.0
4160,191636,48217.0
4161,236493,6073.0
4168,192071,10050.0
4169,212380,17203.0
4173,220157,49929.0
4175,116447,32686.0
4177,81163,6028.0
4182,90213,28410.0
4184,39190,19490.0
4189,59245,2428.0
4190,53793,22013.0
4191,60086,15598.0
4196,59465,29067.0
4200,101764,9594.0
4206,97880,31004.0
4210,91474,11454.0
4211,100486,38718.0
4219,89208,16263.0
4221,102517,20704.0
4227,250274,20322.0
4232,227538,10054.0
4246,243155,634.0
4247,245686,10956.0
4248,236348,19366.0
4254,231402,9290.0
4257,249538,109472.0
4258,251191,153141.0
4260,199129,70282.0
4263,55895,32488.0
4266,245120,12484.0
4285,101912,3784.0
4286,107130,78133.0
4297,93713,11174.0
4299,183790,9476.0
4301,260775,115810.0
4302,208911,10613.0
4303,204640,19094.0
4308,203009,824.0
4309,184819,37558.0
4315,189541,291675.0
4323,52902,17664.0
4325,54130,41050.0
4333,94142,11896.0
4334,244316,25538.0
4336,110631,6498.0
4346,212827,56934.0
4348,194530,49922.0
4352,98300,38043.0
4353,86508,9967.0
4355,92272,17465.0
4368,240462,10808.0
4369,232500,9799.0
4371,255819,16161.0
4373,258038,10615.0
4376,284067,59733.0
4380,203632,9301.0
4383,228786,60670.0
4384,246765,55551.0
4385,210217,40880.0
4386,239395,10992.0
4389,245238,17612.0
4391,224578,34899.0
4397,87032,11950.0
4405,15064,5991.0
4417,82966,28794.0
4419,47811,43316.0
4429,49513,10339.0
4432,51036,976.0
4440,67824,12481.0
4441,77594,13333.0
4442,89461,13938.0
4450,242193,9517.0
4465,94608,10868.0
4467,96764,14506.0
4470,94675,2.0
4484,94828,11709.0
4486,94884,14441.0
4488,94894,10126.0
4491,97125,41952.0
4493,94919,10127.0
4497,94961,40095.0
4498,94963,10651.0
4501,95088,5680.0
4503,95119,34053.0
4506,95174,10675.0
4515,95360,26723.0
4517,95484,49365.0
4521,95532,12505.0
4524,95654,34014.0
4525,95662,29739.0
4526,95687,12120.0
4546,96163,8740.0
4553,96256,8337.0
4556,96294,41974.0
4560,96425,33172.0
4572,96933,4105.0
4573,96943,22711.0
4576,97001,53150.0
4579,97109,86093.0
4592,97314,55699.0
4596,97435,41969.0
4604,97521,46786.0
4609,97607,39787.0
4614,97659,10222.0
4619,97758,15138.0
4621,97778,9494.0
4629,97967,27418.0
4653,98194,41946.0
4663,98308,47045.0
4667,98347,49788.0
4672,98436,24077.0
4673,98439,9618.0
4677,98536,6951.0
4683,98663,183.0
4684,98678,32330.0
4688,101465,41784.0
4690,87089,2148.0
4691,87130,42033.0
4695,78490,31941.0
4702,262826,21596.0
4713,80360,11542.0
4717,80436,19267.0
4719,181739,12610.0
4729,168446,26665.0
4739,233699,206412.0
4740,206926,13966.0
4744,263488,8922.0
4748,103596,16314.0
4750,112255,40508.0
4758,218619,14033.0
4759,269341,25462.0
4761,200427,34714.0
4762,259981,47161.0
4763,263957,106230.0
4765,242587,18734.0
4768,13086,5998.0
4769,248912,58062.0
4770,221218,2176.0
4775,118589,10696.0
4784,82416,12537.0
4789,71994,27327.0
4790,75132,35200.0
4794,93677,20115.0
4795,58092,30295.0
4796,53877,25767.0
4797,52896,33725.0
4824,265212,34453.0
4832,80500,32027.0
4838,82226,86463.0
4840,80610,1716.0
4850,164917,16767.0
4884,278102,151727.0
4890,256380,9889.0
4893,80130,45964.0
4900,253798,14369.0
4906,72747,87774.0
4915,83630,16441.0
4918,52415,40739.0
4923,35957,43510.0
4933,80671,69716.0
4936,80716,3537.0
4941,80745,3604.0
4950,85862,14854.0
4964,233841,43774.0
4968,261066,55479.0
4974,277371,11397.0
4976,280778,11889.0
4980,101452,1649.0
4983,89283,35201.0
4986,84684,27150.0
4996,228687,18939.0
4998,51525,11414.0
4999,27532,31507.0
5001,36323,18783.0
5003,71913,14683.0
5017,45555,14580.0
5021,74937,6037.0
5036,77289,26686.0
5043,80754,31603.0
5044,80756,32020.0
5045,80771,33155.0
5046,160399,4965.0
5080,240900,20009.0
5089,82525,47871.0
5095,265713,27593.0
5102,107985,21845.0
5103,108037,11528.0
5110,247745,39939.0
5116,50306,33668.0
5117,73026,39282.0
5118,68687,40687.0
5125,81698,14475.0
5131,207524,13791.0
5136,275067,44340.0
5139,74174,23479.0
5140,77199,66946.0
5143,48310,108266.0
5145,59415,39387.0
5151,243736,2752.0
5152,277434,10590.0
5153,204700,40723.0
5157,94860,40364.0
5158,85380,115332.0
5160,82559,21380.0
5161,110146,46717.0
5163,92576,20465.0
5166,27286,35810.0
5170,278295,13950.0
5174,99566,31651.0
5175,99768,47869.0
5178,109855,33135.0
5192,80934,7988.0
5195,81027,22130.0
5196,81059,26843.0
5201,81112,8690.0
5208,81237,18910.0
5211,81249,26200.0
5218,268380,425.0
5219,120804,1576.0
5221,216799,25014.0
5225,245574,1391.0
5237,83169,10627.0
5241,81480,28124.0
5244,81506,15119.0
5249,81547,40072.0
5253,81614,73134.0
5261,67345,90974.0
5264,250305,15028.0
5265,266452,9275.0
5270,250282,184835.0
5276,87100,40814.0
5280,102829,129542.0
5289,39204,17487.0
5302,72737,31671.0
5306,93854,45878.0
5311,81738,21970.0
5312,264935,11892.0
5321,253840,35337.0
5322,262911,59199.0
5323,211443,11470.0
5326,281865,21220.0
5329,235737,11468.0
5330,274868,292917.0
5351,289054,44768.0
5352,77234,1815.0
5355,74292,32037.0
5359,102753,32221.0
5363,241760,10985.0
5369,71216,45186.0
5371,78916,5425.0
5373,50634,38360.0
5377,276751,245.0
5383,52905,11791.0
5391,268690,17734.0
5395,71532,44800.0
5399,47422,1936.0
5407,211286,48216.0
5410,67756,811.0
5421,238924,16857.0
5426,68245,31591.0
5431,77621,34130.0
5433,90021,17898.0
5437,91472,30194.0
5440,41866,13909.0
5450,258273,50035.0
5452,107438,11982.0
5453,107443,27224.0
5460,289408,59387.0
5461,263725,26290.0
5466,269499,14651.0
5472,68156,14902.0
5473,72976,42254.0
5477,254455,1364.0
5479,267626,8665.0
5481,295178,818.0
5483,303353,29047.0
5493,61810,24130.0
5502,286106,2675.0
5503,265930,12308.0
5505,279113,9962.0
5508,274309,2750.0
5513,327036,20337.0
5521,93780,10081.0
5533,283991,206042.0
5535,268219,60608.0
5538,88885,11243.0
5549,53825,18639.0
5554,55623,32825.0
5555,83336,10725.0
5556,295254,9544.0
5560,22599,31514.0
5573,265808,12770.0
5574,293662,4108.0
5581,99128,18913.0
5588,77681,12262.0
5591,110557,41582.0
5597,103003,11504.0
5600,80117,233.0
5605,171685,29698.0
5606,98354,22244.0
5619,326306,54714.0
5621,290095,10771.0
5628,281364,2110.0
5631,289668,38866.0
5635,265307,15720.0
5646,98575,37606.0
5650,86373,12921.0
5651,58230,19953.0
5656,273607,120694.0
5657,99581,12719.0
5658,84049,25001.0
5659,42898,43438.0
5661,70680,4989.0
5664,297037,37964.0
5668,283139,10994.0
5672,313487,12600.0
5674,269461,70443.0
5677,267248,15992.0
5688,212604,20861.0
5689,101453,12647.0
5691,107254,10285.0
5711,82081,42142.0
5714,82111,36133.0
5721,82175,25773.0
5723,82200,26560.0
5730,82332,17205.0
5744,82404,70971.0
5749,82449,24634.0
5752,82477,21764.0
5756,82507,73247.0
5762,82661,265.0
5771,82782,39874.0
5778,82748,47886.0
5782,82949,1672.0
5787,270707,13440.0
5788,286261,12454.0
5794,209933,14626.0
5799,53804,1941.0
5800,58212,26685.0
5803,297181,8427.0
5804,304669,9021.0
5817,273435,16351.0
5818,313196,542.0
5822,106215,25466.0
5823,101844,50677.0
5827,108633,24909.0
5829,263734,34341.0
5830,55207,18993.0
5846,82969,96966.0
5850,83000,43089.0
5854,83064,14664.0
5868,83193,109264.0
5873,283530,17187.0
5875,295238,32625.0
5877,303396,204372.0
5878,287467,64.0
5882,133240,9016.0
5886,239060,15514.0
5890,279064,6007.0
5891,77713,25239.0
5895,89378,7011.0
5896,213121,35612.0
5898,84749,13945.0
5910,83260,37335.0
5914,83281,30142.0
5920,83580,71524.0
5926,83641,45840.0
5931,83694,26639.0
5932,83702,42124.0
5939,182060,20787.0
5943,252076,7303.0
5947,298856,21868.0
5952,167261,121.0
5954,307901,1429.0
5958,282120,14317.0
5965,75968,19067.0
5966,49414,53712.0
5971,96283,8392.0
5975,49934,11706.0
5977,66563,42569.0
5979,50147,26946.0
5983,45917,20424.0
5986,68575,16993.0
5990,255477,10599.0
5991,299658,1574.0
5992,274558,590.0
5993,290210,13560.0
6003,290538,4912.0
